sales_representative,location,region,customer,order_date,item,quantity,price,total_sales
Frances Warren,New Jersey,East,Jacqueline Wheeler,42688,Widgets,8,53.35,426.8
Randy Watson,Massachusetts,East,Bobby Mitchell,42688,Things,6,17.83,106.98
Diane Gonzalez,California,West,Joan Robinson,42688,Widgets,10,53.35,533.5
Frances Warren,New Jersey,East,Stephen Welch,42688,Stuff,5,16.32,81.6
Frances Warren,New Jersey,East,Emily Duncan,2016-11-15,Junk,6,12.42,74.52
Patrick Graham,California,West,Nicholas Schmidt,2016-11-15,Junk,1,12.42,12.42
Randy Watson,Massachusetts,East,Teresa Walker,2016-11-15,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Aaron Boyd,2016-11-15,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Louise Green,2016-11-15,Junk,10,12.42,124.2
Diane Gonzalez,Washington,West,Annie Hughes,2016-11-15,Junk,5,12.42,62.1
Patrick Graham,Washington,West,Paula Ross,2016-11-15,Stuff,4,16.32,65.28
Patrick Graham,Oregon,West,Michelle Phillips,2016-11-15,Junk,7,12.42,86.94
Frances Warren,New York,East,Eugene Wilson,2016-11-15,Widgets,9,53.35,480.15
Frances Warren,New Jersey,East,Michelle Henderson,2016-11-15,Widgets,2,53.35,106.7
Sara Snyder,New York,East,Gloria Harper,42689,Widgets,5,53.35,266.75
Frances Warren,Connecticut,East,Carolyn Rivera,42689,Widgets,3,53.35,160.05
Diane Gonzalez,Washington,West,Louis Frazier,42689,Junk,3,12.42,37.26
Frances Warren,Massachusetts,East,Sandra Weaver,42689,Widgets,9,53.35,480.15
Randy Watson,New York,East,Albert Miller,42689,Things,8,17.83,142.64
Patrick Graham,Oregon,West,Craig Brooks,2016-11-16,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Edward Taylor,2016-11-16,Junk,4,12.42,49.68
Sara Snyder,Massachusetts,East,Wanda Cole,2016-11-16,Stuff,1,16.32,16.32
Randy Watson,New York,East,Frank Ramos,2016-11-16,Junk,1,12.42,12.42
Randy Watson,Massachusetts,East,Phillip Johnston,2016-11-16,Things,7,17.83,124.81
Randy Watson,New York,East,Gloria Harper,2016-11-16,Things,9,17.83,160.47
Sara Snyder,Connecticut,East,Cheryl Henderson,2016-11-16,Junk,5,12.42,62.1
Randy Watson,Massachusetts,East,Dennis Reed,2016-11-16,Widgets,8,53.35,426.8
Sara Snyder,Massachusetts,East,Eugene Hughes,2016-11-16,Junk,1,12.42,12.42
Patrick Graham,Washington,West,Earl Morales,2016-11-16,Stuff,9,16.32,146.88
Patrick Graham,California,West,Andrew Adams,2016-11-16,Junk,10,12.42,124.2
Diane Gonzalez,Oregon,West,Edward Taylor,2016-11-16,Junk,2,12.42,24.84
Sara Snyder,New York,East,Louis Marshall,2016-11-16,Widgets,6,53.35,320.1
Patrick Graham,California,West,Diana Hamilton,2016-11-16,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Lori Collins,2016-11-16,Widgets,2,53.35,106.7
Randy Watson,New York,East,Cheryl Riley,2016-11-16,Things,9,17.83,160.47
Frances Warren,Massachusetts,East,Matthew Berry,2016-11-16,Things,3,17.83,53.49
Diane Gonzalez,California,West,Joan Robinson,42690,Things,9,17.83,160.47
Sara Snyder,Connecticut,East,Annie Collins,42690,Stuff,6,16.32,97.92
Diane Gonzalez,Washington,West,Kimberly Lee,42690,Junk,10,12.42,124.2
Sara Snyder,New York,East,Jeffrey Miller,2016-11-17,Things,3,17.83,53.49
Sara Snyder,Connecticut,East,Katherine Carroll,2016-11-17,Things,4,17.83,71.32
Frances Warren,New Jersey,East,Billy Wood,2016-11-17,Junk,6,12.42,74.52
Frances Warren,Massachusetts,East,Justin Dixon,2016-11-17,Junk,2,12.42,24.84
Sara Snyder,New York,East,Antonio Mason,2016-11-17,Things,4,17.83,71.32
Randy Watson,New Jersey,East,Raymond Freeman,2016-11-17,Stuff,6,16.32,97.92
Randy Watson,Massachusetts,East,Andrea King,2016-11-17,Junk,9,12.42,111.78
Sara Snyder,Connecticut,East,Scott Weaver,2016-11-17,Junk,1,12.42,12.42
Sara Snyder,New Jersey,East,Rebecca Williams,2016-11-17,Junk,7,12.42,86.94
Randy Watson,New Jersey,East,William Hicks,2016-11-17,Junk,10,12.42,124.2
Sara Snyder,New York,East,Richard Walker,2016-11-17,Junk,9,12.42,111.78
Sara Snyder,Massachusetts,East,Craig Collins,2016-11-17,Stuff,6,16.32,97.92
Patrick Graham,California,West,Timothy Gonzales,42691,Junk,5,12.42,62.1
Diane Gonzalez,Oregon,West,Henry Stanley,42691,Junk,6,12.42,74.52
Randy Watson,New Jersey,East,Victor Bell,42691,Stuff,1,16.32,16.32
Randy Watson,New Jersey,East,Phyllis Gonzales,42691,Widgets,5,53.35,266.75
Patrick Graham,California,West,Jacqueline Little,42691,Junk,5,12.42,62.1
Sara Snyder,New York,East,Tammy Ferguson,2016-11-18,Junk,6,12.42,74.52
Frances Warren,New York,East,Brenda Cruz,2016-11-18,Junk,2,12.42,24.84
Diane Gonzalez,Oregon,West,Janet Stewart,2016-11-18,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Harold Rodriguez,2016-11-18,Things,1,17.83,17.83
Frances Warren,New Jersey,East,Robert Collins,2016-11-18,Stuff,8,16.32,130.56
Diane Gonzalez,Oregon,West,Henry Day,2016-11-18,Stuff,2,16.32,32.64
Patrick Graham,Oregon,West,Marilyn Franklin,2016-11-18,Widgets,5,53.35,266.75
Patrick Graham,California,West,Laura Gutierrez,42692,Stuff,9,16.32,146.88
Sara Snyder,Massachusetts,East,Jennifer Reyes,42692,Junk,9,12.42,111.78
Frances Warren,New Jersey,East,Joseph Foster,42692,Stuff,4,16.32,65.28
Randy Watson,New Jersey,East,Dorothy Baker,42692,Things,8,17.83,142.64
Diane Gonzalez,Washington,West,Maria Romero,42692,Junk,9,12.42,111.78
Randy Watson,New York,East,Anna Wheeler,42692,Widgets,9,53.35,480.15
Sara Snyder,New York,East,Raymond Collins,42692,Junk,1,12.42,12.42
Patrick Graham,Washington,West,Marilyn Carpenter,42692,Things,8,17.83,142.64
Diane Gonzalez,California,West,Brenda Nelson,42692,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Alice Davis,42692,Junk,1,12.42,12.42
Randy Watson,New Jersey,East,Bonnie Shaw,42692,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Ruth Kennedy,42692,Things,7,17.83,124.81
Patrick Graham,California,West,Tina Schmidt,2016-11-19,Junk,8,12.42,99.36
Patrick Graham,Washington,West,Jennifer Adams,2016-11-19,Junk,10,12.42,124.2
Sara Snyder,New York,East,Willie Hamilton,2016-11-19,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Benjamin Spencer,2016-11-19,Junk,6,12.42,74.52
Randy Watson,New York,East,Brenda Cruz,2016-11-19,Things,1,17.83,17.83
Sara Snyder,Massachusetts,East,Albert Cook,2016-11-19,Junk,4,12.42,49.68
Frances Warren,New York,East,Jane Sims,2016-11-19,Widgets,5,53.35,266.75
Sara Snyder,New Jersey,East,Johnny Fowler,2016-11-19,Widgets,5,53.35,266.75
Diane Gonzalez,California,West,Joshua Baker,2016-11-19,Junk,1,12.42,12.42
Sara Snyder,New York,East,Christopher Oliver,2016-11-19,Junk,4,12.42,49.68
Randy Watson,New York,East,Shirley Murray,2016-11-19,Things,4,17.83,71.32
Patrick Graham,Oregon,West,Ruby Taylor,2016-11-19,Junk,2,12.42,24.84
Patrick Graham,Nevada,West,Sandra Hughes,2016-11-19,Junk,2,12.42,24.84
Sara Snyder,New Jersey,East,Rachel Larson,42693,Stuff,3,16.32,48.96
Frances Warren,New York,East,Marilyn Perez,42693,Widgets,4,53.35,213.4
Patrick Graham,Oregon,West,Kathy Lee,42693,Widgets,10,53.35,533.5
Diane Gonzalez,Washington,West,Denise Henry,42693,Things,4,17.83,71.32
Sara Snyder,Massachusetts,East,Gregory Thompson,2016-11-20,Junk,2,12.42,24.84
Sara Snyder,Massachusetts,East,Amanda Bryant,2016-11-20,Things,10,17.83,178.3
Sara Snyder,New York,East,Jessica Lewis,2016-11-20,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Justin Dixon,2016-11-20,Junk,7,12.42,86.94
Diane Gonzalez,California,West,Jimmy Warren,2016-11-20,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Ashley Spencer,2016-11-20,Things,8,17.83,142.64
Diane Gonzalez,Oregon,West,Marilyn Franklin,2016-11-20,Junk,4,12.42,49.68
Patrick Graham,Washington,West,Evelyn Lane,2016-11-20,Stuff,5,16.32,81.6
Sara Snyder,New York,East,Eugene Wilson,2016-11-20,Stuff,7,16.32,114.24
Diane Gonzalez,Nevada,West,Paula Watson,2016-11-20,Stuff,7,16.32,114.24
Sara Snyder,New York,East,Frances Campbell,42694,Junk,3,12.42,37.26
Frances Warren,Connecticut,East,Benjamin Phillips,42694,Things,3,17.83,53.49
Sara Snyder,Connecticut,East,Sandra Meyer,42694,Widgets,3,53.35,160.05
Patrick Graham,Oregon,West,Rachel Harris,42694,Junk,9,12.42,111.78
Diane Gonzalez,California,West,Gerald Mcdonald,42694,Junk,7,12.42,86.94
Sara Snyder,New York,East,Tammy Ferguson,42694,Widgets,2,53.35,106.7
Randy Watson,New Jersey,East,Eric Ellis,2016-11-21,Junk,10,12.42,124.2
Sara Snyder,New York,East,Peter Gilbert,2016-11-21,Widgets,1,53.35,53.35
Diane Gonzalez,Washington,West,Jason Berry,2016-11-21,Things,1,17.83,17.83
Randy Watson,Massachusetts,East,Roy Franklin,2016-11-21,Junk,6,12.42,74.52
Patrick Graham,Washington,West,Annie Hughes,2016-11-21,Junk,3,12.42,37.26
Patrick Graham,California,West,Joan Robinson,2016-11-21,Widgets,3,53.35,160.05
Patrick Graham,Washington,West,Ruby Gonzales,2016-11-21,Things,6,17.83,106.98
Sara Snyder,Massachusetts,East,Matthew Carter,2016-11-21,Things,3,17.83,53.49
Randy Watson,New York,East,Willie Hamilton,2016-11-21,Junk,1,12.42,12.42
Patrick Graham,Oregon,West,Rachel Harris,2016-11-21,Junk,5,12.42,62.1
Diane Gonzalez,Nevada,West,Craig Lewis,2016-11-21,Stuff,3,16.32,48.96
Diane Gonzalez,Washington,West,Earl Morales,2016-11-21,Junk,3,12.42,37.26
Sara Snyder,New York,East,Frank Ramos,2016-11-21,Junk,6,12.42,74.52
Sara Snyder,New York,East,Louise Frazier,42695,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Anthony Berry,42695,Things,10,17.83,178.3
Sara Snyder,New Jersey,East,Kimberly Coleman,42695,Stuff,4,16.32,65.28
Diane Gonzalez,California,West,Mary Stevens,42695,Junk,2,12.42,24.84
Frances Warren,Massachusetts,East,Deborah Wells,42695,Widgets,9,53.35,480.15
Frances Warren,New York,East,Juan Wallace,2016-11-22,Widgets,9,53.35,480.15
Sara Snyder,New Jersey,East,David Allen,2016-11-22,Stuff,7,16.32,114.24
Sara Snyder,Massachusetts,East,Christopher Pierce,2016-11-22,Junk,10,12.42,124.2
Patrick Graham,Washington,West,Earl White,2016-11-22,Things,2,17.83,35.66
Patrick Graham,Oregon,West,Marilyn Graham,2016-11-22,Widgets,1,53.35,53.35
Diane Gonzalez,California,West,Joan Robinson,2016-11-22,Junk,2,12.42,24.84
Randy Watson,Massachusetts,East,Theresa Ellis,2016-11-22,Junk,3,12.42,37.26
Randy Watson,New York,East,Joan Harvey,2016-11-22,Junk,8,12.42,99.36
Diane Gonzalez,Washington,West,Christine Jacobs,2016-11-22,Things,8,17.83,142.64
Randy Watson,Massachusetts,East,Ann Duncan,2016-11-22,Things,8,17.83,142.64
Sara Snyder,New Jersey,East,Ronald Lopez,2016-11-22,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Carl Howard,2016-11-22,Things,1,17.83,17.83
Sara Snyder,New Jersey,East,Rebecca Williams,2016-11-22,Junk,3,12.42,37.26
Patrick Graham,Nevada,West,Sarah Harrison,2016-11-22,Stuff,9,16.32,146.88
Patrick Graham,Washington,West,Stephen Murray,2016-11-22,Junk,10,12.42,124.2
Sara Snyder,New York,East,Mark Rogers,42696,Junk,5,12.42,62.1
Patrick Graham,Oregon,West,Martha Harper,42696,Stuff,10,16.32,163.2
Sara Snyder,New York,East,Christopher Oliver,42696,Things,9,17.83,160.47
Patrick Graham,Oregon,West,Michelle Phillips,42696,Stuff,1,16.32,16.32
Patrick Graham,California,West,Mary Stevens,42696,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,Joe Russell,42696,Things,7,17.83,124.81
Randy Watson,New York,East,Denise Perez,42696,Widgets,4,53.35,213.4
Sara Snyder,Massachusetts,East,Theresa Ellis,2016-11-23,Widgets,2,53.35,106.7
Sara Snyder,Massachusetts,East,Roger Gomez,2016-11-23,Junk,2,12.42,24.84
Diane Gonzalez,Oregon,West,Thomas Lane,2016-11-23,Widgets,8,53.35,426.8
Randy Watson,New York,East,Karen Gray,2016-11-23,Junk,1,12.42,12.42
Randy Watson,New Jersey,East,Joshua Washington,2016-11-23,Widgets,6,53.35,320.1
Frances Warren,Massachusetts,East,Sean Carr,2016-11-23,Things,9,17.83,160.47
Sara Snyder,Massachusetts,East,Andrea King,2016-11-23,Things,4,17.83,71.32
Diane Gonzalez,Oregon,West,Sharon Wagner,2016-11-23,Things,7,17.83,124.81
Sara Snyder,New Jersey,East,Kimberly Coleman,2016-11-23,Stuff,3,16.32,48.96
Diane Gonzalez,Oregon,West,Teresa Payne,2016-11-23,Junk,2,12.42,24.84
Randy Watson,New Jersey,East,Anthony Ruiz,2016-11-23,Things,2,17.83,35.66
Sara Snyder,New York,East,Alan Allen,2016-11-23,Things,5,17.83,89.15
Randy Watson,New York,East,Evelyn Greene,2016-11-23,Stuff,1,16.32,16.32
Sara Snyder,New York,East,Marilyn Perez,42697,Things,4,17.83,71.32
Diane Gonzalez,Washington,West,Kenneth Gomez,42697,Stuff,5,16.32,81.6
Sara Snyder,New Jersey,East,Jennifer Simpson,42697,Stuff,8,16.32,130.56
Randy Watson,New York,East,Tina Jones,42697,Stuff,9,16.32,146.88
Sara Snyder,New York,East,Chris Gilbert,42697,Junk,7,12.42,86.94
Sara Snyder,Massachusetts,East,Jacqueline Hart,2016-11-24,Junk,5,12.42,62.1
Randy Watson,Connecticut,East,Cheryl Henderson,2016-11-24,Things,10,17.83,178.3
Patrick Graham,Washington,West,Terry Nguyen,2016-11-24,Junk,5,12.42,62.1
Randy Watson,New Jersey,East,Eric Ellis,2016-11-24,Things,7,17.83,124.81
Sara Snyder,New Jersey,East,Michelle Henderson,2016-11-24,Widgets,3,53.35,160.05
Sara Snyder,Massachusetts,East,Albert Cook,2016-11-24,Junk,6,12.42,74.52
Randy Watson,Massachusetts,East,Joshua Diaz,2016-11-24,Things,6,17.83,106.98
Randy Watson,Massachusetts,East,Lori Shaw,2016-11-24,Things,8,17.83,142.64
Randy Watson,Massachusetts,East,George Stone,2016-11-24,Things,7,17.83,124.81
Patrick Graham,Washington,West,Ruth Day,2016-11-24,Junk,9,12.42,111.78
Diane Gonzalez,Oregon,West,Alice Taylor,2016-11-24,Stuff,2,16.32,32.64
Sara Snyder,New Jersey,East,Debra Barnes,2016-11-24,Junk,4,12.42,49.68
Sara Snyder,New York,East,Joe Ryan,2016-11-24,Junk,2,12.42,24.84
Sara Snyder,Connecticut,East,Brandon Morales,2016-11-24,Stuff,6,16.32,97.92
Sara Snyder,New York,East,Mark Parker,42698,Junk,5,12.42,62.1
Frances Warren,New York,East,Raymond Collins,42698,Junk,9,12.42,111.78
Frances Warren,New Jersey,East,Joshua Washington,42698,Junk,7,12.42,86.94
Patrick Graham,California,West,Laura Gutierrez,42698,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Lori Shaw,42698,Widgets,7,53.35,373.45
Sara Snyder,Massachusetts,East,Joan Cooper,42698,Widgets,6,53.35,320.1
Diane Gonzalez,Washington,West,Jason Berry,42698,Widgets,6,53.35,320.1
Patrick Graham,California,West,Walter Reed,42698,Things,7,17.83,124.81
Randy Watson,New York,East,Ruby Matthews,42698,Widgets,9,53.35,480.15
Sara Snyder,New York,East,Roy Collins,42698,Stuff,3,16.32,48.96
Sara Snyder,New Jersey,East,Bonnie Shaw,2016-11-25,Junk,4,12.42,49.68
Sara Snyder,New Jersey,East,Keith Berry,2016-11-25,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Martha Bryant,2016-11-25,Widgets,8,53.35,426.8
Sara Snyder,New York,East,Janet Freeman,2016-11-25,Things,9,17.83,160.47
Randy Watson,New Jersey,East,Todd Miller,2016-11-25,Junk,3,12.42,37.26
Patrick Graham,Washington,West,Annie Jenkins,2016-11-25,Widgets,9,53.35,480.15
Patrick Graham,California,West,Joan Robinson,2016-11-25,Junk,2,12.42,24.84
Frances Warren,Massachusetts,East,Antonio Hunter,2016-11-25,Things,8,17.83,142.64
Sara Snyder,New York,East,Wayne Rivera,42699,Junk,5,12.42,62.1
Sara Snyder,New York,East,Lori Collins,42699,Widgets,8,53.35,426.8
Sara Snyder,New York,East,Phyllis Ward,42699,Junk,3,12.42,37.26
Diane Gonzalez,California,West,Evelyn Elliott,42699,Widgets,8,53.35,426.8
Frances Warren,New Jersey,East,Theresa Torres,2016-11-26,Junk,4,12.42,49.68
Diane Gonzalez,California,West,Edward Foster,2016-11-26,Things,6,17.83,106.98
Sara Snyder,New Jersey,East,Laura Wells,2016-11-26,Junk,10,12.42,124.2
Randy Watson,Massachusetts,East,Susan Watkins,2016-11-26,Widgets,5,53.35,266.75
Diane Gonzalez,Washington,West,Joan Austin,2016-11-26,Widgets,7,53.35,373.45
Sara Snyder,New York,East,Marilyn Perez,2016-11-26,Junk,9,12.42,111.78
Sara Snyder,New York,East,Randy Clark,2016-11-26,Widgets,5,53.35,266.75
Randy Watson,New York,East,Gloria Harper,2016-11-26,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Christina Little,2016-11-26,Junk,6,12.42,74.52
Diane Gonzalez,Washington,West,Terry Nguyen,2016-11-26,Junk,3,12.42,37.26
Frances Warren,New York,East,Jessica Lewis,2016-11-26,Stuff,2,16.32,32.64
Randy Watson,Massachusetts,East,Christopher Pierce,2016-11-26,Stuff,2,16.32,32.64
Patrick Graham,Oregon,West,Craig Brooks,2016-11-26,Junk,8,12.42,99.36
Randy Watson,Massachusetts,East,Eugene Flores,2016-11-26,Junk,8,12.42,99.36
Frances Warren,New York,East,Kenneth Lane,2016-11-26,Things,3,17.83,53.49
Randy Watson,Massachusetts,East,Albert Cook,2016-11-26,Widgets,3,53.35,160.05
Sara Snyder,New York,East,Shirley Morrison,42700,Things,3,17.83,53.49
Patrick Graham,California,West,Howard Nelson,42700,Junk,6,12.42,74.52
Patrick Graham,Washington,West,Emily Matthews,42700,Things,2,17.83,35.66
Sara Snyder,New York,East,Jerry Pierce,42700,Junk,8,12.42,99.36
Sara Snyder,Massachusetts,East,Raymond Young,42700,Things,10,17.83,178.3
Sara Snyder,New York,East,Annie Wilson,42700,Junk,10,12.42,124.2
Sara Snyder,New York,East,Alan Allen,2016-11-27,Junk,6,12.42,74.52
Patrick Graham,California,West,Adam Garza,2016-11-27,Stuff,10,16.32,163.2
Sara Snyder,Massachusetts,East,Roy Franklin,2016-11-27,Junk,3,12.42,37.26
Randy Watson,New York,East,Todd Holmes,2016-11-27,Widgets,5,53.35,266.75
Randy Watson,New York,East,Raymond Collins,2016-11-27,Junk,2,12.42,24.84
Patrick Graham,Washington,West,Charles Collins,2016-11-27,Junk,5,12.42,62.1
Sara Snyder,New York,East,Roy Collins,2016-11-27,Junk,10,12.42,124.2
Sara Snyder,New York,East,Daniel Morris,2016-11-27,Stuff,3,16.32,48.96
Frances Warren,New Jersey,East,Dorothy Baker,2016-11-27,Widgets,9,53.35,480.15
Sara Snyder,New Jersey,East,Maria Hughes,2016-11-27,Widgets,5,53.35,266.75
Patrick Graham,California,West,Joan Robinson,2016-11-27,Junk,8,12.42,99.36
Randy Watson,Massachusetts,East,Gary Young,2016-11-27,Junk,6,12.42,74.52
Sara Snyder,New York,East,Frank Owens,2016-11-27,Widgets,6,53.35,320.1
Diane Gonzalez,Washington,West,Susan Gomez,2016-11-27,Things,1,17.83,17.83
Sara Snyder,New York,East,Eric Stanley,42701,Junk,7,12.42,86.94
Frances Warren,Massachusetts,East,Alice Kelly,42701,Junk,7,12.42,86.94
Sara Snyder,New York,East,Cheryl Riley,42701,Junk,4,12.42,49.68
Randy Watson,New Jersey,East,Brian Ryan,42701,Junk,10,12.42,124.2
Sara Snyder,New Jersey,East,Jacqueline Wheeler,42701,Widgets,8,53.35,426.8
Sara Snyder,New York,East,Lois Castillo,42701,Things,3,17.83,53.49
Sara Snyder,Massachusetts,East,Jean Fowler,42701,Widgets,10,53.35,533.5
Randy Watson,Connecticut,East,Carlos Stephens,42701,Junk,7,12.42,86.94
Patrick Graham,Oregon,West,Ruby Taylor,42701,Junk,3,12.42,37.26
Randy Watson,Connecticut,East,Raymond Clark,2016-11-28,Things,4,17.83,71.32
Patrick Graham,Oregon,West,Alan Cole,2016-11-28,Widgets,9,53.35,480.15
Sara Snyder,Connecticut,East,Lois Baker,2016-11-28,Junk,1,12.42,12.42
Sara Snyder,New Jersey,East,Eric Ellis,2016-11-28,Widgets,8,53.35,426.8
Sara Snyder,New York,East,Randy Clark,2016-11-28,Junk,3,12.42,37.26
Patrick Graham,Oregon,West,Kelly Gomez,2016-11-28,Widgets,8,53.35,426.8
Patrick Graham,California,West,Joan Robinson,2016-11-28,Things,2,17.83,35.66
Patrick Graham,California,West,Gerald Mcdonald,2016-11-28,Junk,4,12.42,49.68
Frances Warren,New Jersey,East,Joseph Foster,2016-11-28,Junk,1,12.42,12.42
Sara Snyder,New Jersey,East,Victor Bell,2016-11-28,Things,1,17.83,17.83
Frances Warren,Connecticut,East,Phyllis Grant,2016-11-28,Widgets,10,53.35,533.5
Sara Snyder,Massachusetts,East,Cheryl Williamson,2016-11-28,Junk,1,12.42,12.42
Randy Watson,Massachusetts,East,Louise Green,2016-11-28,Things,3,17.83,53.49
Patrick Graham,Oregon,West,Samuel Garza,2016-11-28,Widgets,6,53.35,320.1
Diane Gonzalez,California,West,Dennis Fields,2016-11-28,Junk,7,12.42,86.94
Randy Watson,New York,East,Roy Collins,42702,Widgets,7,53.35,373.45
Sara Snyder,Massachusetts,East,Roger Gomez,42702,Things,9,17.83,160.47
Diane Gonzalez,California,West,Jimmy Warren,42702,Junk,2,12.42,24.84
Randy Watson,Massachusetts,East,Shirley Rivera,42702,Junk,6,12.42,74.52
Sara Snyder,Massachusetts,East,Walter Kennedy,42702,Stuff,10,16.32,163.2
Patrick Graham,Washington,West,Michelle Allen,42702,Widgets,3,53.35,160.05
Sara Snyder,Massachusetts,East,George Stone,42702,Junk,9,12.42,111.78
Sara Snyder,New York,East,Willie Hamilton,42702,Things,4,17.83,71.32
Sara Snyder,New York,East,Wayne Rivera,2016-11-29,Widgets,2,53.35,106.7
Patrick Graham,Oregon,West,Alice Brown,2016-11-29,Widgets,10,53.35,533.5
Sara Snyder,New York,East,Jane Sims,2016-11-29,Junk,5,12.42,62.1
Sara Snyder,Massachusetts,East,William Payne,2016-11-29,Junk,2,12.42,24.84
Diane Gonzalez,California,West,Adam Martin,2016-11-29,Things,5,17.83,89.15
Sara Snyder,New York,East,Marilyn Martin,2016-11-29,Junk,3,12.42,37.26
Sara Snyder,New York,East,Harold Daniels,2016-11-29,Stuff,10,16.32,163.2
Randy Watson,Connecticut,East,William Collins,2016-11-29,Junk,6,12.42,74.52
Sara Snyder,New Jersey,East,Robert Collins,2016-11-29,Widgets,7,53.35,373.45
Patrick Graham,Oregon,West,Sharon Rice,2016-11-29,Widgets,7,53.35,373.45
Randy Watson,New York,East,Phyllis Johnston,2016-11-29,Stuff,1,16.32,16.32
Sara Snyder,Connecticut,East,Benjamin Phillips,2016-11-29,Junk,1,12.42,12.42
Sara Snyder,Massachusetts,East,Emily Anderson,2016-11-29,Junk,10,12.42,124.2
Sara Snyder,Massachusetts,East,Brandon King,42703,Junk,10,12.42,124.2
Frances Warren,New Jersey,East,Kimberly Coleman,42703,Junk,7,12.42,86.94
Sara Snyder,New York,East,Wayne Lawson,42703,Widgets,3,53.35,160.05
Patrick Graham,Washington,West,Jennifer Adams,42703,Junk,3,12.42,37.26
Frances Warren,Connecticut,East,Katherine Carroll,42703,Widgets,1,53.35,53.35
Randy Watson,Massachusetts,East,Phillip Young,2016-11-30,Junk,7,12.42,86.94
Patrick Graham,Washington,West,Ruth Day,2016-11-30,Things,5,17.83,89.15
Patrick Graham,Washington,West,Joseph Willis,2016-11-30,Widgets,1,53.35,53.35
Sara Snyder,New Jersey,East,Harold Matthews,2016-11-30,Stuff,6,16.32,97.92
Patrick Graham,California,West,Dennis Fields,2016-11-30,Widgets,9,53.35,480.15
